
Tenant: Italian Trattoria,,Product Summary Report
,,Report as of 07/22/2026

"Product name","Item count","Category","Available in Recipe","Available in Inventory","Product unit","Last purchased","Cost","Last purchased vendor","Last purchased location"
"Cleaning Supplies, SUPP 5GAL Dish Sanitizer Low-Temp",2,Disposable,false,false,each,06/01/2026 00:00:00,77.06,IMPERIAL DADE,IT - 530 Seventh Ave
"Disposable, Lid for 12-16oz Plastic Cup",3,Disposable,false,true,each,06/01/2026 00:00:00,0.08,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Disposable, Clear Lid for 6.8oz",1,Disposable,false,true,each,06/01/2026 00:00:00,0.09,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Cleaning Supplies, SUPP Air Freshener",2,Disposable,false,true,pack,06/01/2026 00:00:00,4.38,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Baked Goods, Bindi Biscotti Fragola",4,Dry Goods,false,true,each,06/01/2026 00:00:00,35.56,"Bindi North America, Inc",IT - 390 Fifth Ave
"Disposable, Catering Box Regular",1,Disposable,false,true,each,06/01/2026 00:00:00,1.93,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Disposable, Cold Cup 16oz PET",1,Disposable,false,true,each,06/01/2026 00:00:00,0.06,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Wine White, Valdo Prosecco Brut Superior",2,Wine,true,true,each,06/04/2026 00:00:00,14,Southern Glazer,IT - 530 Seventh Ave
"Liqueur, St. Germain 40",2,Liquor,false,true,each,06/04/2026 00:00:00,25.86,Southern Glazer,IT - 530 Seventh Ave
"Sparkling Wine, Valdo Numero 1",2,Wine,true,true,each,06/04/2026 00:00:00,7.67,Southern Glazer,IT - 530 Seventh Ave
"Dry Goods, Farina Super Nuvola Flour",3,Dry Goods,true,true,lb,06/05/2026 00:00:00,1.08,PRIME LINE DISTRIBUTORS,IT - 1656 Collins Ave
"Disposables, Sheet Deli KFT Paper 12X10.75",1,Disposable,false,true,each,06/05/2026 00:00:00,0.02,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Disposable, Ice Cream Cup 6oz",1,Disposable,false,true,lb,06/08/2026 00:00:00,213.2,I Halper Paper and Supplies Inc,IT - 1014 Lincoln Rd
"Disposable, Taster Spoon 3in",1,Disposable,false,true,each,06/08/2026 00:00:00,0.01,I Halper Paper and Supplies Inc,IT - 1014 Lincoln Rd
"Disposable, Wipers Wypall",1,Disposable,false,false,each,06/09/2026 00:00:00,0.25,IMPERIAL DADE,IT - 1014 Lincoln Rd
"Baked Goods, Bindi Cantuccio Toscani",1,Dry Goods,false,false,lb,06/11/2026 00:00:00,12.95,PRIME LINE DISTRIBUTORS,IT - 1014 Lincoln Rd
"Baked Goods, Bindi Esse Mignon Cookies",1,Baked Goods,false,true,each,06/11/2026 00:00:00,0.42,PRIME LINE DISTRIBUTORS,IT - 1014 Lincoln Rd
"Baked Goods, Bindi Cookie Bacio Di Dama",1,Baked Goods,false,true,each,06/11/2026 00:00:00,0.42,PRIME LINE DISTRIBUTORS,IT - 1014 Lincoln Rd
"Produce,  Cherry Tomatoes",1,Produce,false,true,each,06/12/2026 00:00:00,24.8,Excellent Fruit & Produce,IT - 1656 Collins Ave
"Disposable, SUPP Cutlery Pack",7,Disposable,false,true,pack,06/12/2026 00:00:00,0.09,I Halper Paper and Supplies Inc,IT - 390 Fifth Ave
"Cleaning Supplies, SUPP 4/CT Multi-Temp Dish Detergent Red",2,Disposable,false,true,each,06/12/2026 00:00:00,28.88,I Halper Paper and Supplies Inc,IT - 390 Fifth Ave
"Cleaning Supplies, SUPP BLUE Trash Bag",1,Disposable,false,true,each,06/12/2026 00:00:00,0.34,I Halper Paper and Supplies Inc,IT - 390 Fifth Ave
"Dry Goods, Balsamic Vinegar",2,Dry Goods,true,true,liter,06/24/2026 00:00:00,3.6,SOGNO TOSCANO,IT - 1656 Collins Ave
"Cleaning Supplies, SUPP Blue Towel",1,Disposable,false,false,each,06/25/2026 00:00:00,0.24,IMPERIAL DADE,IT - 1014 Lincoln Rd
"Tequila, Espolon Blanco",1,Liquor,false,true,each,06/26/2026 00:00:00,33.37,Southern Glazer,IT - 1014 Lincoln Rd
"Baked Goods, Glazed Plain Cornetto",3,Baked Goods,false,true,each,06/26/2026 00:00:00,4.95,"Bindi North America, Inc",IT - 390 Fifth Ave
"Gin, Beefeater",2,Liquor,false,true,each,06/26/2026 00:00:00,27.86,Southern Glazer,IT - 1014 Lincoln Rd
"Vodka, Aristocrat Royal 80",1,Liquor,false,true,each,06/26/2026 00:00:00,9.45,Southern Glazer,IT - 1014 Lincoln Rd
"Vodka, Tito's Handmade",4,Liquor,true,true,each,06/26/2026 00:00:00,30.83,Southern Glazer,IT - 1014 Lincoln Rd
"Liqueur, Limoncello",2,Liquor,true,true,each,06/26/2026 00:00:00,16.5,Southern Glazer,IT - 1014 Lincoln Rd
"Dry Goods, White Sugar Packet",2,Dry Goods,false,true,each,06/27/2026 00:00:00,0.01,VIANDER INC,IT - 1014 Lincoln Rd
"Dry Goods, Soy Sauce",3,Food - other,true,true,liter,07/02/2026 00:00:00,1.8,ACE ENDICO,IT - 530 Seventh Ave
"Baked Goods, Biscoff Cookies",4,Baked Goods,true,true,lb,07/02/2026 00:00:00,8.27,VIANDER INC,IT - 1014 Lincoln Rd
"Dry Goods, Candied Orange Peel",1,Food - other,false,false,lb,07/02/2026 00:00:00,29.37,ACE ENDICO,IT - 530 Seventh Ave
"Dry Goods, Black Pepper Whole",3,Food - other,false,true,lb,07/02/2026 00:00:00,10.58,ACE ENDICO,IT - 530 Seventh Ave
"Dry Goods, Granulated Sugar 50 LB",2,Food - other,true,true,lb,07/02/2026 00:00:00,1.24,ACE ENDICO,IT - 530 Seventh Ave
"Produce, Oregano",4,Food - other,true,true,lb,07/02/2026 00:00:00,4.75,ACE ENDICO,IT - 530 Seventh Ave
"Dry Goods, Parsley",3,Dry Goods,true,true,lb,07/02/2026 00:00:00,12.2,VIANDER INC,IT - 1014 Lincoln Rd
"Dry Goods, Vanilla Extract",5,Dry Goods,true,true,liter,07/02/2026 00:00:00,515.79,Rader Foods,IT - 1014 Lincoln Rd
"NA Bev, Polara Aranciata Sicilian",2,Soda,false,true,each,07/02/2026 00:00:00,0.89,VIANDER INC,IT - 1656 Collins Ave
"Produce, Garlic",3,Produce,true,true,lb,07/02/2026 00:00:00,4.04,Excellent Fruit & Produce,IT - 1656 Collins Ave
"Dry Goods, Sliced Almond",3,Food - other,true,true,lb,07/02/2026 00:00:00,6.78,ACE ENDICO,IT - 530 Seventh Ave
"NA Bev, American Coffee (TOSTINI)",1,Coffee & Tea,false,true,each,07/02/2026 00:00:00,0.84,VIANDER INC,IT - 1014 Lincoln Rd
"Dry Goods, Caramel Filling",5,Food - other,true,true,lb,07/02/2026 00:00:00,7.02,ACE ENDICO,IT - 530 Seventh Ave
"Dry Goods, Cocoa Powder",2,Food - other,false,true,lb,07/02/2026 00:00:00,8.69,ACE ENDICO,IT - 530 Seventh Ave
"Dry Goods, Powder Sugar",4,Dry Goods,true,true,lb,07/02/2026 00:00:00,1.98,VIANDER INC,IT - 1014 Lincoln Rd
"Dry Goods, Crushed Red Pepper",2,Dry Goods,false,true,lb,07/02/2026 00:00:00,4.89,VIANDER INC,IT - 1014 Lincoln Rd
"Baked Goods, Original Biscuit Cookie",1,Food - other,false,true,lb,07/02/2026 00:00:00,9.71,ACE ENDICO,IT - 530 Seventh Ave
"Dry Goods, Yeast Dry Instant",1,Food - other,false,false,lb,07/02/2026 00:00:00,7.03,ACE ENDICO,IT - 530 Seventh Ave
"Produce, Fresh limes",3,Produce,false,true,each,07/02/2026 00:00:00,0.33,Excellent Fruit & Produce,IT - 1656 Collins Ave
"NA Bev, Polara Peach Iced Tea",2,Soda,false,true,each,07/02/2026 00:00:00,1.29,VIANDER INC,IT - 1656 Collins Ave
"NA Bev, Limone Polara",2,Soda,true,true,each,07/02/2026 00:00:00,1.29,VIANDER INC,IT - 1656 Collins Ave
"Baked Goods, BINDI BOMBOLONI PLAIN",1,Dry Goods,false,true,lb,07/06/2026 00:00:00,12.5,PRIME LINE DISTRIBUTORS,IT - 1014 Lincoln Rd
"Dry Goods, Truffle Sauce",2,Dry Goods,true,true,lb,07/07/2026 00:00:00,14.74,TRUFFLE LADY LLC,IT - 1656 Collins Ave
"Disposables, SUPP Dessert Cup Clear",1,Disposable,false,true,each,07/08/2026 00:00:00,0.45,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Disposable, Insert Cup",1,Disposable,false,true,each,07/08/2026 00:00:00,0.09,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Cleaning Supplies, SUPP 5GAL Dish Multi-Temp Detergent White",1,Disposable,false,true,each,07/08/2026 00:00:00,16.63,I Halper Paper and Supplies Inc,IT - 390 Fifth Ave
"Cleaning Supplies, Rational Rinse Tabs Green",1,Disposable,false,true,each,07/08/2026 00:00:00,1.38,I Halper Paper and Supplies Inc,IT - 1656 Collins Ave
"Disposables, VB Lid Cup 12 OZ Slot",2,Disposable,false,true,each,07/08/2026 00:00:00,0.04,I Halper Paper and Supplies Inc,IT - 390 Fifth Ave
"Cleaning Supplies, SUPP Solid Silversoak",2,Disposable,false,true,each,07/08/2026 00:00:00,0.01,I Halper Paper and Supplies Inc,IT - 390 Fifth Ave
"Disposable, Lid for 1/2 Steam Pan",1,Disposable,false,true,each,07/08/2026 00:00:00,0.33,I Halper Paper and Supplies Inc,IT - 390 Fifth Ave
"Disposable, Pan Aluminum Full Medium",1,Disposable,false,true,each,07/08/2026 00:00:00,1.54,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Disposable, Wood Coffee Stirrer",2,Disposable,false,true,pack,07/08/2026 00:00:00,0.03,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Cleaning Supplies, SUPP Hand Soap Foam Pink",1,Disposable,false,false,each,07/08/2026 00:00:00,12.77,I Halper Paper and Supplies Inc,IT - 1656 Collins Ave
"Disposable, SecureIt Label Red",1,Disposable,false,true,each,07/08/2026 00:00:00,0.07,I Halper Paper and Supplies Inc,IT - 1656 Collins Ave
"Cleaning Supplies, SUPP 5GAL Dish Enzyme Digester",2,Disposable,false,true,each,07/08/2026 00:00:00,99.95,I Halper Paper and Supplies Inc,IT - 1656 Collins Ave
"Disposable, Squeeze Bottle 12 OZ",1,Disposable,false,true,each,07/08/2026 00:00:00,1.66,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Cleaning Supplies, Descaler",2,Disposable,false,true,each,07/08/2026 00:00:00,18.74,I Halper Paper and Supplies Inc,IT - 1656 Collins Ave
"Gen Expenses, Copy Paper 8.5x11",1,Disposable,false,true,each,07/08/2026 00:00:00,0.01,I Halper Paper and Supplies Inc,IT - 1656 Collins Ave
"Cleaning Supplies, SUPP 2/CT #12 Glass Cleaner",2,Disposable,false,true,gal,07/08/2026 00:00:00,6.24,I Halper Paper and Supplies Inc,IT - 1656 Collins Ave
"Cleaning Supplies, SUPP Delimer Cleaner",1,Disposable,false,true,each,07/08/2026 00:00:00,18.74,I Halper Paper and Supplies Inc,IT - 1656 Collins Ave
"Cleaning Supplies, Rational Oven Cleaner Tabs",1,Disposable,false,true,each,07/08/2026 00:00:00,1.42,I Halper Paper and Supplies Inc,IT - 1656 Collins Ave
"Cleaning Supplies, Sponge Yellow/Green",2,Disposable,false,true,pack,07/08/2026 00:00:00,0.77,I Halper Paper and Supplies Inc,IT - 1656 Collins Ave
"Disposable, POS Printer Ribbon Epson",1,Disposable,false,true,each,07/08/2026 00:00:00,2,I Halper Paper and Supplies Inc,IT - 1656 Collins Ave
"Cleaning Supplies, SUPP Mop Blue",1,Disposable,false,true,each,07/08/2026 00:00:00,6.5,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Disposable, SUPP Coffee Filter",1,Disposable,false,true,each,07/08/2026 00:00:00,0.03,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Cleaning Supplies, SUPP Black Gloves XL Size",1,Disposable,false,true,each,07/08/2026 00:00:00,0.05,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Cleaning Supplies, SUPP 2/CT #10 Heavy Duty Degreaser",1,Disposable,false,true,each,07/08/2026 00:00:00,32.38,I Halper Paper and Supplies Inc,IT - 1656 Collins Ave
"Cleaning Supplies, SUPP 4/CT White Sanitizer",2,Disposable,false,true,each,07/08/2026 00:00:00,16.4,I Halper Paper and Supplies Inc,IT - 390 Fifth Ave
"Disposable, Squeeze Bottle 24 OZ",1,Disposable,false,true,each,07/08/2026 00:00:00,13.95,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Disposables, SUPP Dust Pans",1,Disposable,false,true,each,07/08/2026 00:00:00,18.25,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Disposable, Foil Roll",1,Disposable,false,true,each,07/08/2026 00:00:00,31.95,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Disposable, Lid for Full Steam Pan",1,Disposable,false,true,each,07/08/2026 00:00:00,0.73,I Halper Paper and Supplies Inc,IT - 390 Fifth Ave
"Disposable, Catering Box Half",1,Disposable,false,true,each,07/08/2026 00:00:00,1.8,I Halper Paper and Supplies Inc,IT - 530 Seventh Ave
"Disposable, SUPP Plastic Cup 9oz",5,Disposable,false,true,pack,07/09/2026 00:00:00,0.09,I Halper Paper and Supplies Inc,IT - 1656 Collins Ave
"Cleaning Supplies, SUPP Hand Soap Foam",2,Disposable,false,true,each,07/09/2026 00:00:00,13.33,I Halper Paper and Supplies Inc,IT - 1656 Collins Ave
"Cleaning Supplies, VB cup cold 9oz squat pet",2,Disposable,false,true,pack,07/09/2026 00:00:00,0.06,I Halper Paper and Supplies Inc,IT - 1656 Collins Ave
"Cleaning Supplies, SUPP 4/CT Red Dish Detergent",1,Disposable,false,true,each,07/09/2026 00:00:00,22.49,I Halper Paper and Supplies Inc,IT - 1656 Collins Ave
"Disposable, Pink Lotion Foam Hand Soap",1,Disposable,false,true,each,07/09/2026 00:00:00,5.75,I Halper Paper and Supplies Inc,IT - 1656 Collins Ave
"Liqueur, Aperol Aperitivo",2,Liquor,false,true,each,07/10/2026 00:00:00,26.35,Southern Glazer,IT - 1014 Lincoln Rd
"White Wine, La Vis Chardonnay Trentino",4,Wine,true,true,each,07/10/2026 00:00:00,10,Southern Glazer,IT - 1014 Lincoln Rd
"White Wine, St. Pauls Sauvignon",2,Wine,true,true,each,07/10/2026 00:00:00,13.75,Southern Glazer,IT - 1014 Lincoln Rd
"Liqueur, Campari Aperitivo",2,Liquor,false,true,each,07/10/2026 00:00:00,41.96,Southern Glazer,IT - 1014 Lincoln Rd
"White Wine, Canaletto Pinot Grigio",2,Wine,true,true,each,07/10/2026 00:00:00,7.2,Southern Glazer,IT - 1014 Lincoln Rd
"Wine White, Bennati Pinot Grigio Friuli",3,Wine,true,true,each,07/10/2026 00:00:00,16.5,Southern Glazer,IT - 1014 Lincoln Rd
"Whiskey, Johnnie Walker Black Label",5,Liquor,true,true,each,07/10/2026 00:00:00,52.7,Southern Glazer,IT - 1014 Lincoln Rd
"Red Wine, Cafaggio Chianti Classico Single Estate",3,Wine,true,true,each,07/10/2026 00:00:00,13.25,Southern Glazer,IT - 1014 Lincoln Rd
"Wine Red, San Marzano Tramari Rose",4,Wine,true,true,each,07/10/2026 00:00:00,11,Southern Glazer,IT - 1014 Lincoln Rd
"Disposable, Clear Lid for 12- 24oz Cup",5,Disposable,false,true,each,07/12/2026 00:00:00,0.07,I Halper Paper and Supplies Inc,IT - 1656 Collins Ave
"Disposables, Paper Towel",1,Disposable,false,true,each,07/12/2026 00:00:00,6.16,I Halper Paper and Supplies Inc,IT - 1656 Collins Ave
"Disposable, Plastic Lid For Small Cup 1.5oz",1,Disposable,false,true,each,07/12/2026 00:00:00,0.01,I Halper Paper and Supplies Inc,IT - 1656 Collins Ave
"Disposable, Fiber Bowl 32oz",3,Disposable,false,true,each,07/12/2026 00:00:00,0.3,I Halper Paper and Supplies Inc,IT - 1656 Collins Ave
"Cleaning Supplies, SUPP Black Trash Bag",6,Disposable,false,true,each,07/12/2026 00:00:00,0.25,I Halper Paper and Supplies Inc,IT - 1656 Collins Ave
"Disposable, Liner Pan 16.375X24",2,Disposable,false,true,each,07/12/2026 00:00:00,0.09,I Halper Paper and Supplies Inc,IT - 1656 Collins Ave
"Produce, Fresh Ginger",10,Produce,true,true,lb,07/13/2026 00:00:00,4.1,Excellent Fruit & Produce,IT - 1014 Lincoln Rd
"Cleaning Supplies, Blue Towel",1,Disposable,false,true,each,07/13/2026 00:00:00,0.29,I Halper Paper and Supplies Inc,IT - 1014 Lincoln Rd
"Dry Goods, Raspberry Jam",3,Dry Goods,false,false,lb,07/13/2026 00:00:00,6.55,Rader Foods,IT - 1656 Collins Ave
"Dry Goods, Apricot Jam",4,Dry Goods,true,true,lb,07/13/2026 00:00:00,5.89,Rader Foods,IT - 1656 Collins Ave
"Dry Goods, Balsamic Glaze",3,Dry Goods,false,true,liter,07/13/2026 00:00:00,13.33,SOGNO TOSCANO,IT - 530 Seventh Ave
"Cleaning Supplies, SUPP Red Multi Temp Detergent 5 Gal",1,Disposable,false,true,each,07/13/2026 00:00:00,15.75,I Halper Paper and Supplies Inc,IT - 1014 Lincoln Rd
"NA Bev, Syrup Hazelnut",2,NA Beverage - Other,false,true,liter,07/13/2026 00:00:00,11.65,PRIME LINE DISTRIBUTORS,IT - 1656 Collins Ave
"Protein, Mortadella Pistachio Ferrarini",1,Meat/ Protein,false,false,lb,07/13/2026 00:00:00,0.57,VIANDER INC,IT - 1656 Collins Ave
"Disposables, SUPP Straw",4,Disposable,false,true,pack,07/13/2026 00:00:00,0.02,I Halper Paper and Supplies Inc,IT - 1014 Lincoln Rd
"Protein, Prosciutto Crudo Mattonella",4,Meat/ Protein,true,true,lb,07/13/2026 00:00:00,9.95,SOGNO TOSCANO,IT - 390 Fifth Ave
"Cleaning Supplies, SUPP 5GAL Dish Rinse Low-Temp blue",2,Disposable,false,true,each,07/13/2026 00:00:00,65.15,I Halper Paper and Supplies Inc,IT - 1014 Lincoln Rd
"Dairy, Pastry Cream",2,Dry Goods,false,true,lb,07/13/2026 00:00:00,3.63,Rader Foods,IT - 1656 Collins Ave
"Produce, Medium Red Onion",4,Food - other,false,true,lb,07/13/2026 00:00:00,0.78,ACE ENDICO,IT - 390 Fifth Ave
"Disposable, Toilet Paper",3,Disposable,false,true,each,07/13/2026 00:00:00,2.16,I Halper Paper and Supplies Inc,IT - 1014 Lincoln Rd
"Baked Goods, Cannoli Large",5,Dry Goods,true,true,each,07/13/2026 00:00:00,0.6,SOGNO TOSCANO,IT - 530 Seventh Ave
"Dry Goods, Sesame Black",1,Food - other,true,false,lb,07/13/2026 00:00:00,0.85,ACE ENDICO,IT - 390 Fifth Ave
"NA Bev, Lipomata Soda",1,Food - other,false,false,each,07/13/2026 00:00:00,1.11,ACE ENDICO,IT - 390 Fifth Ave
"Dry Goods, Hot Chocolate Mix",4,Coffee & Tea,true,true,each,07/13/2026 00:00:00,1.73,PRIME LINE DISTRIBUTORS,IT - 1656 Collins Ave
"Cleaning Supplies, VB Pan Liner Quilon 25LB",1,Disposable,false,true,each,07/13/2026 00:00:00,0.06,I Halper Paper and Supplies Inc,IT - 1014 Lincoln Rd
"Baked Goods, Bindi Cookie Dama",2,Baked Goods,false,true,each,07/13/2026 00:00:00,0.68,PRIME LINE DISTRIBUTORS,IT - 1656 Collins Ave
"Dry Goods, Matcha Powder",3,NA Beverage - Other,true,true,lb,07/13/2026 00:00:00,29.94,PRIME LINE DISTRIBUTORS,IT - 1656 Collins Ave
"Wine White, Lavis 23 Pinot Grigio",3,Wine,false,true,each,07/14/2026 00:00:00,11,Ms walker,IT - 390 Fifth Ave
"Produce, Red Bell Pepper",6,Produce,true,true,lb,07/14/2026 00:00:00,1.41,Excellent Fruit & Produce,IT - 1656 Collins Ave
"Disposable, Coffee Lid For 4oz Hot Cups",3,Disposable,false,true,pack,07/14/2026 00:00:00,0.09,IMPERIAL DADE,IT - 1656 Collins Ave
"Sparkling Wine, La Gioiosa Frizzante Bianco Prosecco",3,Wine,false,true,each,07/14/2026 00:00:00,6.67,M.S WALKER,IT - 530 Seventh Ave
"White Wine, La Giosa Il Giallo Blanco",1,Wine,false,false,each,07/14/2026 00:00:00,6.67,Ms walker,IT - 390 Fifth Ave
"Wine White, Sauvignon Blanc Cantina Lavis",1,Wine,false,true,each,07/14/2026 00:00:00,10.33,Ms walker,IT - 390 Fifth Ave
"Disposable, SUPP Wax Sheets",2,Disposable,true,false,each,07/14/2026 00:00:00,0.01,IMPERIAL DADE,IT - 1656 Collins Ave
"Dairy, Provolone Cheese",7,Dairy,true,true,lb,07/15/2026 00:00:00,0.67,SOGNO TOSCANO,IT - 390 Fifth Ave
"NA Bev, Sparkling Water BIG",1,Water,false,true,each,07/16/2026 00:00:00,1.29,VIANDER INC,IT - 1014 Lincoln Rd
"Produce, Radish Red",7,Produce,true,true,lb,07/16/2026 00:00:00,3.2,Excellent Fruit & Produce,IT - 1014 Lincoln Rd
"Baked Goods, Forno D’Asolo Cornetto Plain",2,Baked Goods,false,true,each,07/16/2026 00:00:00,1.01,PRIME LINE DISTRIBUTORS,IT - 1014 Lincoln Rd
"NA Bev, Bernardo Natural TV",3,Water,false,false,each,07/16/2026 00:00:00,1.29,VIANDER INC,IT - 1014 Lincoln Rd
"Dry Goods, Scrocchiarella XL",1,Dry Goods,false,false,each,07/16/2026 00:00:00,50,VIANDER INC,IT - 1014 Lincoln Rd
"Dry Goods, Creamy Peanut Butter",3,Dry Goods,true,true,lb,07/16/2026 00:00:00,2.8,VIANDER INC,IT - 1014 Lincoln Rd
"Dry Goods, Tomato Paste",6,Dry Goods,true,true,lb,07/16/2026 00:00:00,1.87,VIANDER INC,IT - 1014 Lincoln Rd
"Dry Goods, Pizza Crust Gluten free 24|11.5""",2,Dry Goods,false,true,each,07/16/2026 00:00:00,4.96,VIANDER INC,IT - 1014 Lincoln Rd
"Baked Goods, Scrocchiarella Pizza",5,Baked Goods,false,true,each,07/16/2026 00:00:00,6.33,VIANDER INC,IT - 1014 Lincoln Rd
"Dry Goods, Nutella",3,Dry Goods,true,true,lb,07/16/2026 00:00:00,2.22,VIANDER INC,IT - 1014 Lincoln Rd
"Produce, Yellow Peppers",1,Produce,false,true,each,07/16/2026 00:00:00,5.68,Excellent Fruit & Produce,IT - 1014 Lincoln Rd
"Produce, Eggplant",7,Produce,true,true,lb,07/16/2026 00:00:00,1.24,Excellent Fruit & Produce,IT - 1014 Lincoln Rd
"Beer, Draft Corona Extra Keg",2,Beer - Draft,true,true,liter,07/16/2026 00:00:00,3.78,Gold Coast Beverage  LLC,IT - 1656 Collins Ave
"Beer, Draft Lagunitas IPA Keg",2,Beer - Other,true,true,liter,07/16/2026 00:00:00,4.36,Gold Coast Beverage  LLC,IT - 1656 Collins Ave
"Beer, Peroni",4,Beer - Other,true,true,each,07/16/2026 00:00:00,1.57,Gold Coast Beverage  LLC,IT - 1656 Collins Ave
"Keg Deposit, Empty Keg",1,Beer - Other,false,false,liter,07/16/2026 00:00:00,0.02,Gold Coast Beverage  LLC,IT - 1656 Collins Ave
"Dairy, Ricotta Cheese",3,Dairy,true,true,lb,07/16/2026 00:00:00,2.4,SOGNO TOSCANO,IT - 1014 Lincoln Rd
"Produce, Seedless Watermelon",2,Food - other,true,true,lb,07/17/2026 00:00:00,0.92,ACE ENDICO,IT - 390 Fifth Ave
"Baked Goods, Sliced Brioche Bun",1,Baked Goods,true,true,each,07/17/2026 00:00:00,0.96,VIANDER INC,IT - 1656 Collins Ave
"NA Bev, Aranciata Soda",2,Food - other,true,true,each,07/17/2026 00:00:00,1.18,ACE ENDICO,IT - 530 Seventh Ave
"Produce, Mint",7,Food - other,true,true,lb,07/17/2026 00:00:00,7.5,ACE ENDICO,IT - 390 Fifth Ave
"Liquor, Bellini Mix",1,Liquor,false,true,each,07/17/2026 00:00:00,12.5,Southern Glazer,IT - 1014 Lincoln Rd
"Liquor, Mimosa Mix",1,Liquor,false,true,each,07/17/2026 00:00:00,12.5,Southern Glazer,IT - 1014 Lincoln Rd
"Dry, Flour 00 Americana",1,Food - other,false,true,lb,07/17/2026 00:00:00,0.97,ACE ENDICO,IT - 390 Fifth Ave
"Dry Goods, Graham Cracker Crumb",3,Dry Goods,true,true,lb,07/17/2026 00:00:00,4.23,VIANDER INC,IT - 1656 Collins Ave
"Produce, Blueberry",5,Food - other,true,true,lb,07/17/2026 00:00:00,14.67,ACE ENDICO,IT - 390 Fifth Ave
"Produce, Mushroom White",3,Food - other,false,true,lb,07/17/2026 00:00:00,2.8,ACE ENDICO,IT - 530 Seventh Ave
"Produce, Kiwi",6,Food - other,true,true,each,07/17/2026 00:00:00,1.04,ACE ENDICO,IT - 530 Seventh Ave
"Protein, Biscotto Prosciutto",2,Food - other,true,true,lb,07/17/2026 00:00:00,7,ACE ENDICO,IT - 390 Fifth Ave
"Dry Goods, Ground Black Pepper",2,Dry Goods,true,true,lb,07/17/2026 00:00:00,1.83,VIANDER INC,IT - 1656 Collins Ave
"NA Bev, Mole Cola Classic",4,Soda,false,true,pack,07/17/2026 00:00:00,1.63,PRIME LINE DISTRIBUTORS,IT - 1656 Collins Ave
"NA Bev, Blood Orange Soda",2,Food - other,false,false,liter,07/17/2026 00:00:00,7.05,ACE ENDICO,IT - 390 Fifth Ave
"Dry Goods, Pizza Flour",7,Dry Goods,true,true,lb,07/17/2026 00:00:00,0.76,VIANDER INC,IT - 1656 Collins Ave
"Produce, Lemon Yellow",6,Produce,true,true,each,07/17/2026 00:00:00,0.63,Excellent Fruit & Produce,IT - 1656 Collins Ave
Pint Grape Tomatoes,1,Produce,false,false,liter,07/17/2026 00:00:00,4.92,Excellent Fruit & Produce,IT - 1656 Collins Ave
"NA Bevs, Espresso Bean",1,Food - other,false,true,lb,07/17/2026 00:00:00,7.24,ACE ENDICO,IT - 390 Fifth Ave
"NA Bev, Molecola SF",4,Food - other,true,true,each,07/17/2026 00:00:00,1.29,ACE ENDICO,IT - 390 Fifth Ave
"Baked Goods, Sandwich Crust",1,Food - other,false,true,each,07/17/2026 00:00:00,4.4,ACE ENDICO,IT - 530 Seventh Ave
"Protein, Prosciutto Balls",1,Food - other,false,true,lb,07/18/2026 00:00:00,9.85,ACE ENDICO,IT - 390 Fifth Ave
"Dairy, Almond Milk",3,Dairy,true,true,liter,07/18/2026 00:00:00,3.17,Driscoll Foods,IT - 390 Fifth Ave
"Produce, Green lime",5,Produce,false,true,each,07/18/2026 00:00:00,0.13,Excellent Fruit & Produce,IT - 1656 Collins Ave
"Dairy, Mascarpone Cheese",4,Dairy,true,true,lb,07/18/2026 00:00:00,5.5,SOGNO TOSCANO,IT - 1656 Collins Ave
"Protein, Sopressata Calabrese",2,Food - other,false,true,lb,07/18/2026 00:00:00,8.95,ACE ENDICO,IT - 390 Fifth Ave
"Baked Goods, Ladyfingers",1,Dry Goods,false,true,lb,07/18/2026 00:00:00,2.99,SOGNO TOSCANO,IT - 1656 Collins Ave
"Baked Good, Blueberry Danish",2,Baked Goods,false,false,each,07/19/2026 00:00:00,1.5,La Provence Miami - BILLPAY,IT - 1656 Collins Ave
"Baked Goods, Guava Danish",1,Baked Goods,false,false,each,07/19/2026 00:00:00,1.5,La Provence Miami - BILLPAY,IT - 1656 Collins Ave
"Produce, Danish Pear",1,Baked Goods,false,false,each,07/19/2026 00:00:00,1.5,La Provence Miami - BILLPAY,IT - 1656 Collins Ave
"Baked Goods, Apricot Danish",1,Baked Goods,false,false,each,07/19/2026 00:00:00,1.5,La Provence Miami - BILLPAY,IT - 1656 Collins Ave
